loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.3033076822757721,0.3750603497028351,0.3027905225753784,0.5502640480490966,0.7304004430770874,12256.1572265625,110.70753012583425,75.45832824707031
