loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.262360543012619,0.3337152600288391,0.2618308961391449,0.5116941431550149,0.7668702006340027,10598.220703125,102.94766001772454,67.1401138305664
