trial,value,local_dem_cfg,regional_dem_cfg,arch_idx,arch_type,tweedie_p,dropout,lr,wd,bs
0,30.15460968017578,1,4,13,mlp,1.1500000000000001,0.1,0.0005399484409787432,6.358358856676247e-05,512
1,31.527511596679688,0,0,3,glu,1.4500000000000002,0.2,0.00016738085788752134,2.62108787826544e-06,1024
2,22.117441177368164,0,2,10,glu,1.2000000000000002,0.1,0.000790261954970823,0.0007886714129990489,128
3,35.993934631347656,1,0,8,glu,1.25,0.35,4.201672054372529e-05,3.632486956676606e-05,512
4,27.762380599975586,3,4,10,mlp,1.2000000000000002,0.1,4.473636174621264e-05,1.4656553886225336e-05,256
5,29.72629165649414,2,0,14,glu,1.75,0.15000000000000002,1.0257563974185649e-05,0.0002795015916508333,512
6,32.35017395019531,1,0,15,mlp,1.1,0.2,4.4706085467784903e-05,0.0001544608907504709,256
7,31.715076446533203,2,3,10,mlp,1.5,0.25,1.1241862095793047e-05,2.107047280657824e-06,256
8,29.999006271362305,3,1,7,mlp,1.1,0.2,2.101079931010355e-05,0.0006153085601625311,512
9,41.38414764404297,0,4,9,glu,1.35,0.1,2.8567374298471872e-05,1.9112758217777896e-05,256
10,23.607824325561523,0,2,0,glu,1.75,0.5,0.0008834198287715506,0.0008522261645812476,128
11,22.820232391357422,0,2,0,glu,1.75,0.5,0.0008635078152685012,0.0009652700488941874,128
12,22.783334732055664,0,2,4,glu,1.95,0.4,0.00025253710106474506,0.0009653687657613156,128
13,24.143726348876953,0,3,5,glu,1.95,0.4,0.00023484885331259854,0.00023239275658657293,128
14,25.07369041442871,1,1,3,glu,1.95,0.4,0.00033038019103843845,0.00010836094936102435,128
15,22.657508850097656,0,2,17,glu,1.6500000000000001,0.30000000000000004,0.00011432451334677257,0.0003366604429843658,128
16,38.35213851928711,2,3,17,glu,1.6,0.30000000000000004,9.220013612638792e-05,0.0004119901358195926,1024
17,22.141563415527344,1,1,12,glu,1.6,0.30000000000000004,0.00010316978220772063,5.890074892732708e-06,128
18,20.936948776245117,1,1,12,glu,1.35,0.25,0.00043402393107401326,5.278096767205609e-06,128
19,21.38877296447754,1,1,11,glu,1.3,0.15000000000000002,0.0004532179918981601,6.309356007432963e-06,128
