loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.2559386193752289,0.3313003480434418,0.2554011642932892,0.505372302657446,0.7725951075553894,10337.9609375,101.67576376649453,66.65426635742188
