Metric,Value,Unit
R²,0.7815102338790894,dimensionless
MSE,0.24538852274417877,normalized²
RMSE,0.4953670585981458,normalized
MAE,0.34149375557899475,normalized
RMSE,99.66281532152551,mm
MAE,68.705078125,mm
