Metric,Value,Unit
R²,0.4274787902832031,dimensionless
MSE,0.5831261277198792,normalized²
RMSE,0.7636269558625332,normalized
MAE,0.3538202941417694,normalized
RMSE,16.900773323017372,mm
MAE,7.830834865570068,mm
