fold,val_loss_criterion,val_mse_unweighted,val_r2
1,0.636336624622345,0.636336624622345,0.13894033432006836
2,0.2888714075088501,0.2888714075088501,0.42114555835723877
3,0.39719875156879425,0.39719875156879425,0.4713208079338074
4,0.995795339345932,0.995795339345932,0.5021202564239502
5,0.3435325287282467,0.3435325287282467,0.44140732288360596
6,0.5323969125747681,0.5323969125747681,0.4227107763290405
7,0.3398606479167938,0.3398606479167938,0.4204123020172119
8,0.3694077469408512,0.3694077469408512,0.37003058195114136
9,0.39249061048030853,0.39249061048030853,0.31194907426834106
10,0.30723806470632553,0.30723806470632553,0.4790124297142029
