,datetime,precip_in
1,01/01/2012,NA
2,01/02/2012,NA
3,01/03/2012,NA
4,01/04/2012,NA
5,01/05/2012,NA
6,01/06/2012,NA
7,01/07/2012,NA
8,01/08/2012,NA
9,01/09/2012,NA
10,01/10/2012,NA
11,01/11/2012,NA
12,01/12/2012,NA
13,01/13/2012,NA
14,01/14/2012,NA
15,01/15/2012,NA
16,01/16/2012,NA
17,01/17/2012,NA
18,01/18/2012,NA
19,01/19/2012,NA
20,01/20/2012,NA
21,01/21/2012,NA
22,01/22/2012,NA
23,01/23/2012,NA
24,01/24/2012,NA
25,01/25/2012,NA
26,01/26/2012,NA
27,01/27/2012,NA
28,01/28/2012,NA
29,01/29/2012,NA
30,01/30/2012,NA
31,01/31/2012,NA
32,02/01/2012,NA
33,02/02/2012,NA
34,02/03/2012,NA
35,02/04/2012,NA
36,02/05/2012,NA
37,02/06/2012,NA
38,02/07/2012,NA
39,02/08/2012,NA
40,02/09/2012,NA
41,02/10/2012,NA
42,02/11/2012,NA
43,02/12/2012,NA
44,02/13/2012,NA
45,02/14/2012,NA
46,02/15/2012,NA
47,02/16/2012,NA
48,02/17/2012,NA
49,02/18/2012,NA
50,02/19/2012,NA
51,02/20/2012,NA
52,02/21/2012,NA
53,02/22/2012,NA
54,02/23/2012,NA
55,02/24/2012,NA
56,02/25/2012,NA
57,02/26/2012,NA
58,02/27/2012,NA
59,02/28/2012,NA
60,02/29/2012,NA
61,03/01/2012,NA
62,03/02/2012,NA
63,03/03/2012,NA
64,03/04/2012,NA
65,03/05/2012,NA
66,03/06/2012,NA
67,03/07/2012,NA
68,03/08/2012,NA
69,03/09/2012,NA
70,03/10/2012,NA
71,03/11/2012,NA
72,03/12/2012,NA
73,03/13/2012,NA
74,03/14/2012,NA
75,03/15/2012,NA
76,03/16/2012,NA
77,03/17/2012,0.02
78,03/18/2012,0.11
79,03/19/2012,0.05
80,03/20/2012,0.75
81,03/21/2012,0.33
82,03/22/2012,NA
83,03/23/2012,2.15
84,03/24/2012,0.61
85,03/25/2012,0.65
86,03/26/2012,0.04
87,03/27/2012,0.19
88,03/28/2012,0.0
89,03/29/2012,0.0
90,03/30/2012,0.01
91,03/31/2012,0.02
92,04/01/2012,0.0
93,04/02/2012,0.02
94,04/03/2012,0.22
95,04/04/2012,0.42
96,04/05/2012,0.02
97,04/06/2012,0.21
98,04/07/2012,1.22
99,04/08/2012,0.01
100,04/09/2012,0.01
101,04/10/2012,0.02
102,04/11/2012,0.65
103,04/12/2012,0.0
104,04/13/2012,0.57
105,04/14/2012,0.0
106,04/15/2012,0.04
107,04/16/2012,0.16
108,04/17/2012,0.0
109,04/18/2012,0.04
110,04/19/2012,0.0
111,04/20/2012,0.22
112,04/21/2012,0.17
113,04/22/2012,0.02
114,04/23/2012,0.08
115,04/24/2012,0.0
116,04/25/2012,0.03
117,04/26/2012,0.0
118,04/27/2012,0.07
119,04/28/2012,0.23
120,04/29/2012,0.69
121,04/30/2012,0.0
122,05/01/2012,0.0
123,05/02/2012,0.9
124,05/03/2012,0.18
125,05/04/2012,0.01
126,05/05/2012,0.0
127,05/06/2012,0.0
128,05/07/2012,0.08
129,05/08/2012,0.3
130,05/09/2012,0.23
131,05/10/2012,0.03
132,05/11/2012,0.0
133,05/12/2012,0.04
134,05/13/2012,0.23
135,05/14/2012,0.06
136,05/15/2012,0.02
137,05/16/2012,0.15
138,05/17/2012,0.0
139,05/18/2012,0.0
140,05/19/2012,0.0
141,05/20/2012,0.3
142,05/21/2012,0.33
143,05/22/2012,1.59
144,05/23/2012,3.45
145,05/24/2012,1.66
146,05/25/2012,0.98
147,05/26/2012,1.03
148,05/27/2012,0.07
149,05/28/2012,0.0
150,05/29/2012,0.0
151,05/30/2012,0.0
152,05/31/2012,0.11
153,06/01/2012,0.15
154,06/02/2012,1.33
155,06/03/2012,1.07
156,06/04/2012,1.62
157,06/05/2012,0.36
158,06/06/2012,0.76
159,06/07/2012,0.21
160,06/08/2012,0.01
161,06/09/2012,0.0
162,06/10/2012,0.18
163,06/11/2012,0.36
164,06/12/2012,0.04
165,06/13/2012,0.03
166,06/14/2012,0.0
167,06/15/2012,0.0
168,06/16/2012,0.04
169,06/17/2012,0.0
170,06/18/2012,0.3
171,06/19/2012,0.0
172,06/20/2012,0.17
173,06/21/2012,0.03
174,06/22/2012,0.0
175,06/23/2012,0.53
176,06/24/2012,0.02
177,06/25/2012,0.0
178,06/26/2012,0.0
179,06/27/2012,0.0
180,06/28/2012,0.11
181,06/29/2012,0.0
182,06/30/2012,0.0
183,07/01/2012,0.0
184,07/02/2012,0.0
185,07/03/2012,0.18
186,07/04/2012,0.31
187,07/05/2012,0.0
188,07/06/2012,0.06
189,07/07/2012,0.53
190,07/08/2012,0.86
191,07/09/2012,0.07
192,07/10/2012,0.0
193,07/11/2012,0.26
194,07/12/2012,0.88
195,07/13/2012,0.52
196,07/14/2012,0.09
197,07/15/2012,0.06
