fold,val_loss_criterion,val_mse_unweighted,val_r2
1,0.44422192871570587,0.44422192871570587,0.4560702443122864
2,1.0050775408744812,1.0050775408744812,0.44567424058914185
3,0.35322581231594086,0.35322581231594086,0.5700294971466064
4,0.5200112164020538,0.5200112164020538,0.46832334995269775
5,0.46006710827350616,0.46006710827350616,0.5501681566238403
6,0.3689856678247452,0.3689856678247452,0.5559775829315186
7,0.6934908628463745,0.6934908628463745,0.5008615851402283
8,0.5098375678062439,0.5098375678062439,0.4964068531990051
9,0.6891792714595795,0.6891792714595795,0.48692530393600464
10,0.47952236235141754,0.47952236235141754,0.45039182901382446
