fold,val_loss_criterion,val_mse_unweighted,val_r2
1,0.34946197271347046,0.34946197271347046,0.6114248037338257
2,0.5032263894875845,0.5032263894875845,0.5539283752441406
3,0.34611353278160095,0.34611353278160095,0.6358343362808228
4,0.41944247484207153,0.41944247484207153,0.5995088815689087
5,0.38465410470962524,0.38465410470962524,0.6044589281082153
6,0.3886840840180715,0.3886840840180715,0.5972951650619507
7,0.3295375506083171,0.3295375506083171,0.6345522403717041
8,0.3808722694714864,0.3808722694714864,0.6430842280387878
9,0.3871132532755534,0.3871132532755534,0.583104133605957
10,0.34917186697324115,0.34917186697324115,0.6411243677139282
