Metric,Value,Unit
R²,0.632159948348999,dimensionless
MSE,0.40687811374664307,normalized²
RMSE,0.6378699818510376,normalized
MAE,0.28993886709213257,normalized
RMSE,13.40554885987049,mm
MAE,6.09338903427124,mm
