loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.2707008123397827,0.3284710645675659,0.2701668441295624,0.5197757633148764,0.7594479918479919,10935.6376953125,104.5735994183642,66.08502960205078
