Metric,Value,Unit
R²,0.5640481114387512,dimensionless
MSE,0.4146200120449066,normalized²
RMSE,0.6439099409427584,normalized
MAE,0.30424219369888306,normalized
RMSE,16.019732704933002,mm
MAE,7.569192886352539,mm
