fold,val_loss_criterion,val_mse_unweighted,val_r2
1,0.35517996549606323,0.35517996549606323,0.6327693462371826
2,0.40008345246315,0.40008345246315,0.5945684909820557
3,0.6228161007165909,0.6228161007165909,0.48255854845046997
4,0.38764483854174614,0.38764483854174614,0.5475438833236694
5,0.42933744192123413,0.42933744192123413,0.524121880531311
6,0.35274675488471985,0.35274675488471985,0.5711230635643005
7,0.4480088949203491,0.4480088949203491,0.5900673866271973
8,0.4280615821480751,0.4280615821480751,0.4798322916030884
9,0.45253896713256836,0.45253896713256836,0.6360294222831726
10,0.408199280500412,0.408199280500412,0.591744601726532
