loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.3181314170360565,0.3966017961502075,0.31665921211242676,0.5627248102868992,0.7180520296096802,12817.52734375,113.21451913844797,79.79225158691406
