Metric,Value,Unit
R²,0.7530454397201538,dimensionless
MSE,0.27735763788223267,normalized²
RMSE,0.5266475461655856,normalized
MAE,0.34638869762420654,normalized
RMSE,105.95612852438032,mm
MAE,69.68988037109375,mm
