fold,val_loss_criterion,val_mse_unweighted,val_r2
1,0.3287234976887703,0.28976472839713097,0.6854730844497681
2,0.2652217289432883,0.1962789110839367,0.7938852310180664
3,0.20800333376973867,0.19168759789317846,0.7950183749198914
4,0.31646169908344746,0.3211508188396692,0.6607587337493896
5,0.2523585166782141,0.18200769741088152,0.8234328627586365
6,0.43301401659846306,0.39696424826979637,0.5994061827659607
7,0.34108586702495813,0.3002363294363022,0.7096282243728638
8,0.20734163373708725,0.2113607171922922,0.7704080939292908
9,0.3584748040884733,0.3747706413269043,0.6722068786621094
10,0.2805778533220291,0.22708054911345243,0.7716823816299438
11,0.45007841009646654,0.3656609896570444,0.6780690550804138
12,0.15947600547224283,0.1507011279463768,0.8149181604385376
13,0.4533020220696926,0.22771037463098764,0.7364910840988159
14,0.3528620144352317,0.3103879252448678,0.6837809681892395
15,0.2850516103208065,0.2215163903310895,0.7962079644203186
