loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.3139694929122925,0.36107945442199707,0.31346243619918823,0.559877161705305,0.7208983898162842,12688.1298828125,112.64159925539276,72.64551544189453
