Metric,Value,Unit
R²,0.4597517251968384,dimensionless
MSE,0.5502554178237915,normalized²
RMSE,0.7417920313833194,normalized
MAE,0.34877070784568787,normalized
RMSE,16.41751752220161,mm
MAE,7.719075679779053,mm
