fold,val_loss_criterion,val_mse_unweighted,val_r2
1,0.3585750162601471,0.3585750162601471,0.6414785385131836
2,0.40970025956630707,0.40970025956630707,0.6059588193893433
3,0.5255785882472992,0.5255785882472992,0.5245881676673889
4,0.42241697013378143,0.42241697013378143,0.5370977520942688
5,0.4697757363319397,0.4697757363319397,0.4990115761756897
6,0.35636554658412933,0.35636554658412933,0.5649940371513367
7,0.47636792063713074,0.47636792063713074,0.5764193534851074
8,0.48170098662376404,0.48170098662376404,0.4620858430862427
9,0.43740977346897125,0.43740977346897125,0.6195555925369263
10,0.41329994797706604,0.41329994797706604,0.5820863842964172
