Metric,Value,Unit
R²,0.5364716649055481,dimensionless
MSE,0.44084709882736206,normalized²
RMSE,0.6639631758067326,normalized
MAE,0.30926045775413513,normalized
RMSE,16.518635716297347,mm
MAE,7.694041728973389,mm
