fold,val_loss_criterion,val_mse_unweighted,val_r2
1,0.3291562914848328,0.3291562914848328,0.5721468925476074
2,0.3984945625066757,0.3984945625066757,0.611653208732605
3,0.43092843890190125,0.43092843890190125,0.5331717729568481
4,0.453923425078392,0.453923425078392,0.5262659788131714
5,0.48540241420269015,0.48540241420269015,0.561173677444458
6,0.46869662702083587,0.46869662702083587,0.5346343517303467
7,0.43943735063076017,0.43943735063076017,0.5514470934867859
8,0.43954896926879883,0.43954896926879883,0.5974071025848389
9,0.43399174213409425,0.43399174213409425,0.5828583836555481
10,0.4060151934623718,0.4060151934623718,0.5803060531616211
