fold,val_loss_criterion,val_mse_unweighted,val_r2
1,0.5082369446754456,0.5082369446754456,0.4527665972709656
2,0.6264615654945374,0.6264615654945374,0.5124828815460205
3,0.38347360491752625,0.38347360491752625,0.5385105609893799
4,0.5470108985900879,0.5470108985900879,0.4449129104614258
5,0.5000705122947693,0.5000705122947693,0.5660377144813538
6,0.44251519441604614,0.44251519441604614,0.5405242443084717
7,0.5118727087974548,0.5118727087974548,0.5300695896148682
8,0.5353114008903503,0.5353114008903503,0.5174253582954407
9,0.5155165195465088,0.5155165195465088,0.48677098751068115
10,0.4016679525375366,0.4016679525375366,0.4795047640800476
