trial,value,local_dem_cfg,regional_dem_cfg,arch_idx,tweedie_p,dropout,lr,wd,bs
0,12.410262107849121,1,6,13,1.6,0.15000000000000002,2.0511104188433963e-05,1.493656855461763e-06,128
1,11.95510196685791,4,5,3,1.2000000000000002,0.15000000000000002,4.059611610484306e-05,3.752055855124284e-05,512
2,12.315216064453125,1,2,8,1.75,0.15000000000000002,0.00010677482709481354,5.987474910461405e-05,256
3,12.004508018493652,4,6,14,1.3,0.1,0.000233596350262616,2.091498132903561e-05,1024
4,12.823497772216797,1,4,5,1.5,0.30000000000000004,2.3426581058204037e-05,0.0008105016126411582,256
5,11.872882843017578,4,0,3,1.05,0.2,5.989003672254293e-05,6.516990611177181e-06,128
6,12.678149223327637,0,5,1,1.95,0.4,2.497073714505272e-05,1.0388823104027941e-06,128
7,12.866856575012207,0,2,2,1.85,0.35,4.589824181495648e-05,1.5512259126484753e-06,512
8,11.954161643981934,4,3,2,1.7000000000000002,0.4,0.0001326033192269654,0.00020554245520150764,256
9,12.229609489440918,0,0,11,1.3,0.30000000000000004,0.0006533305220227731,5.595986878006084e-06,256
10,12.156600952148438,3,0,17,1.05,0.25,0.0003807976572767595,5.9399235826896134e-06,128
11,12.49852180480957,3,2,6,1.7000000000000002,0.5,0.00011782800596762819,0.0003087329009293507,1024
12,12.04637622833252,3,1,0,1.4500000000000002,0.45000000000000007,7.19325021599223e-05,0.0001939918307647232,256
13,12.01232624053955,4,3,5,1.1,0.25,1.0442002390810122e-05,1.0405068692261524e-05,128
14,11.933680534362793,2,3,8,1.4500000000000002,0.4,0.0001993241226914833,0.00022375431846339912,256
15,12.085548400878906,2,1,9,1.35,0.25,0.00021342040613753886,9.66742126822392e-05,128
16,11.842937469482422,2,4,8,1.1500000000000001,0.5,0.0009006020499939699,0.0006040346599793702,512
17,11.848392486572266,2,4,4,1.1500000000000001,0.5,0.0008048058400676395,1.4117109240721328e-05,512
18,11.70646858215332,2,4,10,1.2000000000000002,0.5,0.0008669649988590792,0.0009954175781469504,512
19,11.900463104248047,2,4,11,1.2000000000000002,0.45000000000000007,0.0005021973199952922,0.0009227219162103404,512
20,11.743570327758789,1,5,10,1.35,0.5,0.0009196002593142278,0.0004109496476776071,512
21,11.791827201843262,1,5,10,1.35,0.5,0.0009299980713537859,0.0004666800296409895,512
22,12.115534782409668,1,5,11,1.35,0.45000000000000007,0.00038546912594668845,0.0004192324803088369,512
23,11.902278900146484,1,5,14,1.4000000000000001,0.5,0.0005595251069870061,0.0001312570786385886,512
24,12.026920318603516,1,6,10,1.55,0.45000000000000007,0.0009026842224452335,0.0004663041261694731,512
25,11.825647354125977,0,5,13,1.25,0.5,0.0003192100586314545,8.654336804180709e-05,512
26,11.936332702636719,2,4,7,1.25,0.35,0.000985656094768157,0.0009163568349790155,512
27,12.18079662322998,1,6,10,1.4000000000000001,0.45000000000000007,0.000541298295736908,0.0003861529179164028,1024
28,12.281949043273926,3,5,12,1.6,0.35,0.0003013656315353743,0.0005660673470136209,512
29,11.953323364257812,1,6,14,1.3,0.4,0.0006912687762010362,0.0002824864670407252,512
