trial,value,local_dem_cfg,regional_dem_cfg,arch_idx,tweedie_p,dropout,lr,wd,bs
0,18.117475509643555,1,6,13,1.6,0.15000000000000002,2.0511104188433963e-05,1.493656855461763e-06,128
1,16.04631233215332,4,5,3,1.2000000000000002,0.15000000000000002,4.059611610484306e-05,3.752055855124284e-05,512
2,17.778661727905273,1,2,8,1.75,0.15000000000000002,0.00010677482709481354,5.987474910461405e-05,256
3,16.8415470123291,4,6,14,1.3,0.1,0.000233596350262616,2.091498132903561e-05,1024
4,17.214567184448242,1,4,5,1.5,0.30000000000000004,2.3426581058204037e-05,0.0008105016126411582,256
5,16.302160263061523,4,0,3,1.05,0.2,5.989003672254293e-05,6.516990611177181e-06,128
6,17.928714752197266,0,5,1,1.95,0.4,2.497073714505272e-05,1.0388823104027941e-06,128
7,18.269899368286133,0,2,2,1.85,0.35,4.589824181495648e-05,1.5512259126484753e-06,512
8,17.08053970336914,4,3,2,1.7000000000000002,0.4,0.0001326033192269654,0.00020554245520150764,256
9,16.578956604003906,0,0,11,1.3,0.30000000000000004,0.0006533305220227731,5.595986878006084e-06,256
10,17.49941635131836,3,4,17,1.05,0.2,1.1952270129143866e-05,9.186066145996928e-05,512
11,16.563119888305664,3,0,6,1.05,0.2,5.975025259299952e-05,1.2011630200321946e-05,128
12,18.47920036315918,3,1,5,1.25,0.5,5.2680382492523545e-05,6.452974095213651e-06,512
13,16.2537841796875,4,4,0,1.1500000000000001,0.2,0.00021853406427041662,4.405682664169058e-05,1024
14,16.449817657470703,2,4,0,1.2000000000000002,0.1,0.00033321033336416837,0.0001884665879772017,1024
15,16.392864227294922,3,5,0,1.4500000000000002,0.25,0.00021342040613753886,4.597149593043515e-05,1024
16,15.49849796295166,4,5,8,1.4000000000000001,0.25,0.0009006020499939699,2.3352275916745363e-05,512
17,16.760711669921875,2,5,8,1.4000000000000001,0.25,0.0008048058400676395,1.639206194256449e-05,512
18,16.54303550720215,4,6,10,1.35,0.15000000000000002,0.0004246072557261024,0.00012793028742767072,512
19,18.486339569091797,3,3,6,1.1500000000000001,0.25,1.2983800351994456e-05,0.0006032936984631031,512
20,17.83774757385254,2,5,4,1.55,0.5,4.0337715213162597e-05,0.0003684221241400692,512
21,16.735939025878906,4,4,3,1.1500000000000001,0.2,0.0001599059746371912,3.532439111782235e-05,1024
22,16.418258666992188,4,5,7,1.1500000000000001,0.15000000000000002,0.00047024376933084373,2.6937405157063223e-05,1024
23,17.669897079467773,4,4,0,1.4000000000000001,0.25,8.7349785900041e-05,1.0707238830456403e-05,512
24,15.997566223144531,3,3,2,1.25,0.1,0.000285413891709847,7.127302022797969e-05,1024
25,16.37507438659668,3,2,11,1.25,0.1,0.0006256222766489449,7.87867443237895e-05,512
26,16.304317474365234,3,3,4,1.35,0.1,0.000982135762834557,0.00013197716228885217,512
27,15.139087677001953,2,6,9,1.4500000000000002,0.15000000000000002,0.00034056761697236573,3.342104174307528e-06,1024
28,15.897894859313965,2,6,9,1.6,0.35,0.0003350669806141365,3.2143180884022266e-06,1024
29,16.74738883972168,1,6,13,1.6500000000000001,0.35,0.0004631921657501784,2.7568085134620203e-06,1024
