loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.2901266813278198,0.35743552446365356,0.2896367013454437,0.5381790606716724,0.742112398147583,11723.724609375,108.27614977166024,71.91238403320312
