Metric,Value,Unit
R²,0.79901522397995,dimensionless
MSE,0.22572840750217438,normalized²
RMSE,0.4751088375332271,normalized
MAE,0.3163148760795593,normalized
RMSE,95.58706355333864,mm
MAE,63.63934326171875,mm
