fold,val_loss_criterion,val_mse_unweighted,val_r2
1,0.15438047051429749,0.15017005801200867,0.8380253911018372
2,0.35058262944221497,0.38203510642051697,0.5522509813308716
3,0.13498544692993164,0.14020292460918427,0.8478150367736816
4,0.1899699568748474,0.1915399134159088,0.804236114025116
5,1.033682942390442,0.38748472929000854,0.6009750366210938
6,0.12565496563911438,0.125665083527565,0.8564968705177307
7,0.21984343230724335,0.23587100207805634,0.790635883808136
8,0.31763359904289246,0.24674126505851746,0.7593409419059753
9,0.2810586094856262,0.3219403624534607,0.7043715119361877
10,0.280547171831131,0.26974916458129883,0.6234474182128906
11,0.2439357489347458,0.24166661500930786,0.834324061870575
12,0.2809963822364807,0.2736237943172455,0.6682696342468262
13,0.2786368131637573,0.22419418394565582,0.7896727919578552
14,0.2864035665988922,0.29145365953445435,0.687098503112793
15,0.5047261118888855,0.3080969750881195,0.7411578893661499
16,0.22951625287532806,0.23333750665187836,0.7242180109024048
17,1.3776026964187622,1.192375659942627,-0.39289987087249756
18,0.2939913272857666,0.29999250173568726,0.7003825902938843
19,0.25532007217407227,0.27906104922294617,0.7202573418617249
20,0.28538140654563904,0.3528529703617096,0.644512414932251
