Metric,Value,Unit
R²,0.7269937992095947,dimensionless
MSE,0.30661651492118835,normalized²
RMSE,0.55372964063809,normalized
MAE,0.36207446455955505,normalized
RMSE,111.40477295654796,mm
MAE,72.845703125,mm
