Metric,Value,Unit
R²,0.4030580520629883,dimensionless
MSE,0.5313494801521301,normalized²
RMSE,0.7289372264825896,normalized
MAE,0.3556300103664398,normalized
RMSE,16.04951920309112,mm
MAE,7.830153465270996,mm
