Metric,Value,Unit
R²,0.7694507241249084,dimensionless
MSE,0.2589326798915863,normalized²
RMSE,0.5088542815891267,normalized
MAE,0.3461278975009918,normalized
RMSE,102.37630684452824,mm
MAE,69.63740539550781,mm
