loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.22743171453475952,0.31986722350120544,0.22689838707447052,0.4763385215101446,0.7979735136032104,9184.2451171875,95.83446727137111,64.35403442382812
