fold,val_loss_criterion,val_mse_unweighted,val_r2
1,0.33504916578531263,0.33504916578531263,0.5730002522468567
2,0.39837086498737334,0.39837086498737334,0.5870190858840942
3,0.4245667040348053,0.4245667040348053,0.5396832227706909
4,0.4552300631999969,0.4552300631999969,0.5222060680389404
5,0.49272937774658204,0.49272937774658204,0.5577996969223022
6,0.4676441878080368,0.4676441878080368,0.5357272028923035
7,0.423003089427948,0.423003089427948,0.5587630271911621
8,0.46842649281024934,0.46842649281024934,0.5572994351387024
9,0.4076030597090721,0.4076030597090721,0.6174328327178955
10,0.4148510187864304,0.4148510187864304,0.5587655305862427
