Metric,Value,Unit
R²,0.6987313628196716,dimensionless
MSE,0.33835846185684204,normalized²
RMSE,0.5816858790247895,normalized
MAE,0.38017067313194275,normalized
RMSE,117.02928069104117,mm
MAE,76.4864730834961,mm
