Metric,Value,Unit
R²,0.6682858467102051,dimensionless
MSE,0.37255215644836426,normalized²
RMSE,0.6103705075184779,normalized
MAE,0.4082510769367218,normalized
RMSE,122.80034131925285,mm
MAE,82.1359634399414,mm
