fold,val_loss_criterion,val_mse_unweighted,val_r2
1,0.49217384060223895,0.49217384060223895,0.446441113948822
2,0.8190311590830485,0.8190311590830485,0.48172783851623535
3,0.3522116045157115,0.3522116045157115,0.556533694267273
4,0.514735758304596,0.514735758304596,0.47822684049606323
5,0.5178202589352926,0.5178202589352926,0.5209378600120544
6,0.40550512075424194,0.40550512075424194,0.5534570217132568
7,0.5841594636440277,0.5841594636440277,0.5225414037704468
8,0.5714016358057658,0.5714016358057658,0.45009565353393555
9,0.5969004034996033,0.5969004034996033,0.48473507165908813
10,0.41317606965700787,0.41317606965700787,0.5189820528030396
