Metric,Value,Unit
R²,0.364845335483551,dimensionless
MSE,0.565363347530365,normalized²
RMSE,0.7519064752549781,normalized
MAE,0.36864861845970154,normalized
RMSE,16.55524881805569,mm
MAE,8.116793632507324,mm
