trial,value,local_dem_cfg,regional_dem_cfg,arch_idx,arch_type,tweedie_p,dropout,lr,wd,bs
0,27.48331069946289,1,4,13,mlp,1.1500000000000001,0.1,0.0005399484409787432,6.358358856676247e-05,512
1,14.656145095825195,0,0,3,glu,1.4500000000000002,0.2,0.00016738085788752134,2.62108787826544e-06,1024
2,13.255083084106445,0,2,10,glu,1.2000000000000002,0.1,0.000790261954970823,0.0007886714129990489,128
3,35.25801086425781,1,0,8,glu,1.25,0.35,4.201672054372529e-05,3.632486956676606e-05,512
4,14.163354873657227,3,4,10,mlp,1.2000000000000002,0.1,4.473636174621264e-05,1.4656553886225336e-05,256
5,16.18064308166504,2,0,14,glu,1.75,0.15000000000000002,1.0257563974185649e-05,0.0002795015916508333,512
6,13.722986221313477,1,0,15,mlp,1.1,0.2,4.4706085467784903e-05,0.0001544608907504709,256
7,16.22213363647461,2,3,10,mlp,1.5,0.25,1.1241862095793047e-05,2.107047280657824e-06,256
8,16.8795166015625,3,1,7,mlp,1.1,0.2,2.101079931010355e-05,0.0006153085601625311,512
9,12.538861274719238,0,4,9,glu,1.35,0.1,2.8567374298471872e-05,1.9112758217777896e-05,256
10,31.83678436279297,0,3,0,glu,1.9000000000000001,0.5,0.0001585823669519063,9.464114674843985e-06,1024
11,13.471558570861816,0,2,6,glu,1.35,0.35,0.0007593429874288516,0.0007631607438834658,128
12,14.42475414276123,0,2,12,glu,1.6500000000000001,0.1,0.0003449383379517059,1.1912276421890632e-05,128
13,13.756721496582031,0,3,17,glu,1.35,0.30000000000000004,7.618259786576339e-05,8.764870300860706e-05,128
14,12.46424388885498,1,1,5,glu,1.3,0.5,0.0002573349681991579,5.4804557141969084e-06,128
15,14.468047142028809,1,1,4,glu,1.6,0.5,0.00027226910982836955,4.6546825965614935e-06,256
16,12.721089363098145,2,1,4,glu,1.35,0.4,9.95837475469145e-05,1.2068605164306055e-06,256
17,13.274118423461914,1,4,1,glu,1.5,0.45000000000000007,2.128683392739557e-05,2.598716864259722e-05,128
18,21.920366287231445,1,1,6,glu,1.3,0.4,0.00020219450031240736,5.687896270711214e-06,1024
19,30.33050537109375,2,2,2,glu,1.4500000000000002,0.30000000000000004,2.4118458006696688e-05,2.2960514062786513e-05,256
