loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.2594597637653351,0.348213791847229,0.25893229246139526,0.508853900900244,0.7694510817527771,10480.892578125,102.37623053289762,70.05707550048828
