fold,val_loss_criterion,val_mse_unweighted,val_r2
1,0.6118921637535095,0.6118921637535095,0.5246710777282715
2,0.456622838973999,0.456622838973999,0.38452261686325073
3,0.3446889817714691,0.3446889817714691,0.5391814708709717
4,0.7508864998817444,0.7508864998817444,0.5087534189224243
5,0.5192235112190247,0.5192235112190247,0.5983569622039795
6,0.3427971303462982,0.3427971303462982,0.5055551528930664
7,0.36610403656959534,0.36610403656959534,0.597243070602417
8,0.5194087624549866,0.5194087624549866,0.5110248327255249
9,0.38607192039489746,0.38607192039489746,0.5440831184387207
10,0.4229241907596588,0.4229241907596588,0.5852439999580383
11,0.43452632427215576,0.43452632427215576,0.6540775299072266
12,0.4046380817890167,0.4046380817890167,0.6854003667831421
13,0.5121461153030396,0.5121461153030396,0.3985530734062195
14,0.4023781716823578,0.4023781716823578,0.5903582572937012
15,0.3789503276348114,0.3789503276348114,0.5677573084831238
16,0.514676570892334,0.514676570892334,0.44101136922836304
17,0.39779505133628845,0.39779505133628845,0.666187047958374
18,0.5934211015701294,0.5934211015701294,0.5193369388580322
19,0.4520915150642395,0.4520915150642395,0.5116815567016602
20,0.6312049031257629,0.6312049031257629,0.4667949080467224
21,0.5427725315093994,0.5427725315093994,0.5259060859680176
22,0.371341735124588,0.371341735124588,0.496762216091156
23,0.4282074272632599,0.4282074272632599,0.5497618913650513
24,0.36042144894599915,0.36042144894599915,0.6210947036743164
25,0.424833744764328,0.424833744764328,0.3658376932144165
