Metric,Value,Unit
R²,0.7724382877349854,dimensionless
MSE,0.25557735562324524,normalized²
RMSE,0.5055465909520558,normalized
MAE,0.32872480154037476,normalized
RMSE,101.71083878605317,mm
MAE,66.13609313964844,mm
