loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.29222777485847473,0.36844292283058167,0.290732204914093,0.5391958873304701,0.7411369681358337,11768.068359375,108.48072805514812,74.1269760131836
