trial,value,local_dem_cfg,regional_dem_cfg,arch_idx,arch_type,tweedie_p,dropout,lr,wd,bs
0,17.86448097229004,1,4,13,mlp,1.1500000000000001,0.1,0.0005399484409787432,6.358358856676247e-05,512
1,17.871692657470703,0,0,3,glu,1.4500000000000002,0.2,0.00016738085788752134,2.62108787826544e-06,1024
2,18.208553314208984,0,2,10,glu,1.2000000000000002,0.1,0.000790261954970823,0.0007886714129990489,128
3,18.028596878051758,1,0,8,glu,1.25,0.35,4.201672054372529e-05,3.632486956676606e-05,512
4,17.620628356933594,3,4,10,mlp,1.2000000000000002,0.1,4.473636174621264e-05,1.4656553886225336e-05,256
5,18.060529708862305,2,0,14,glu,1.75,0.15000000000000002,1.0257563974185649e-05,0.0002795015916508333,512
6,18.247446060180664,1,0,15,mlp,1.1,0.2,4.4706085467784903e-05,0.0001544608907504709,256
7,18.481443405151367,2,3,10,mlp,1.5,0.25,1.1241862095793047e-05,2.107047280657824e-06,256
8,17.703027725219727,3,1,7,mlp,1.1,0.2,2.101079931010355e-05,0.0006153085601625311,512
9,17.710464477539062,0,4,9,glu,1.35,0.1,2.8567374298471872e-05,1.9112758217777896e-05,256
10,18.411666870117188,3,3,0,mlp,1.75,0.5,0.00012717182468493133,9.464114674843985e-06,1024
11,17.47860336303711,3,2,6,mlp,1.05,0.35,3.0208778601692776e-05,1.0233397337909355e-05,128
12,17.72134017944336,3,2,5,mlp,1.95,0.35,7.088956969550554e-05,7.326472800897015e-06,128
13,17.53690528869629,2,3,17,mlp,1.05,0.45000000000000007,0.00021223297272287149,7.332616926559977e-06,128
14,17.44651985168457,2,3,17,mlp,1.05,0.45000000000000007,0.0002793893476876821,4.0623465937602705e-06,128
15,17.569969177246094,2,1,4,mlp,1.35,0.4,0.00028808141682563036,1.0870124805766243e-06,128
16,17.675016403198242,3,2,1,mlp,1.6,0.5,0.0003234363038990847,3.7508796889967964e-06,128
17,17.63383674621582,2,3,12,mlp,1.3,0.4,8.284223429658007e-05,5.2610012201075185e-05,128
18,17.56879425048828,3,1,6,mlp,1.05,0.30000000000000004,0.00043402393107401364,4.2378607685073165e-06,128
19,17.59368133544922,2,3,2,mlp,1.4500000000000002,0.45000000000000007,2.1278488759342666e-05,1.316680595603924e-06,128
20,18.339693069458008,1,2,17,mlp,1.6,0.30000000000000004,0.00012493635763572922,1.996767525902518e-05,1024
21,17.87217140197754,2,3,16,mlp,1.05,0.45000000000000007,0.00021787091495202677,7.255914158939233e-06,128
22,17.766368865966797,2,2,17,mlp,1.05,0.45000000000000007,0.0002031551006412948,5.126669248596081e-06,128
23,17.47000503540039,2,3,12,mlp,1.1500000000000001,0.4,0.0006453497841524342,1.2548464557800281e-05,128
24,17.54690933227539,3,4,12,mlp,1.1500000000000001,0.35,0.0008950741958185621,1.4783488062885283e-05,128
25,17.74489402770996,1,2,12,mlp,1.25,0.4,0.000499330693588425,2.9243375421086645e-05,128
26,17.375978469848633,2,3,15,glu,1.1500000000000001,0.4,0.000661220982216443,2.2182742537589975e-06,128
27,17.47401237487793,2,3,15,glu,1.35,0.5,0.0006897866830975266,2.7603644907873794e-06,128
28,17.7093505859375,1,4,14,glu,1.1500000000000001,0.4,0.0003624178899665414,1.632590518171551e-06,1024
29,17.4034366607666,2,3,13,glu,1.2000000000000002,0.45000000000000007,0.0005590178147101728,3.931536123830897e-06,512
