trial,value,local_dem_cfg,regional_dem_cfg,arch_idx,tweedie_p,dropout,lr,wd,bs
0,18.580318450927734,1,6,13,1.6,0.15000000000000002,2.0511104188433963e-05,1.493656855461763e-06,128
1,18.454383850097656,4,5,3,1.2000000000000002,0.15000000000000002,4.059611610484306e-05,3.752055855124284e-05,512
2,18.442602157592773,1,2,8,1.75,0.15000000000000002,0.00010677482709481354,5.987474910461405e-05,256
3,18.376033782958984,4,6,14,1.3,0.1,0.000233596350262616,2.091498132903561e-05,1024
4,19.14668083190918,1,4,5,1.5,0.30000000000000004,2.3426581058204037e-05,0.0008105016126411582,256
5,18.334882736206055,4,0,3,1.05,0.2,5.989003672254293e-05,6.516990611177181e-06,128
6,19.223281860351562,0,5,1,1.95,0.4,2.497073714505272e-05,1.0388823104027941e-06,128
7,19.034378051757812,0,2,2,1.85,0.35,4.589824181495648e-05,1.5512259126484753e-06,512
8,18.534069061279297,4,3,2,1.7000000000000002,0.4,0.0001326033192269654,0.00020554245520150764,256
9,18.504695892333984,0,0,11,1.3,0.30000000000000004,0.0006533305220227731,5.595986878006084e-06,256
10,18.26099967956543,3,0,17,1.05,0.25,0.0003807976572767595,5.9399235826896134e-06,128
11,18.853836059570312,3,0,17,1.05,0.25,0.0005423594971478828,6.31664100536618e-06,128
12,18.713523864746094,3,1,7,1.05,0.5,0.00023937191942813743,6.068885706807695e-06,128
13,19.870319366455078,3,1,10,1.25,0.25,1.0442002390810122e-05,1.5990076498430364e-05,128
14,18.429780960083008,2,0,17,1.4500000000000002,0.2,0.00033321033336416837,3.5956649622782193e-06,1024
15,18.363601684570312,3,1,5,1.1500000000000001,0.25,6.213766436439483e-05,1.2892786944180436e-05,128
16,18.321979522705078,2,2,5,1.4000000000000001,0.2,0.0009006020499939699,7.448192415238416e-05,128
17,18.514877319335938,2,3,6,1.4000000000000001,0.1,0.0009325398854149934,9.990953045534533e-05,128
18,18.452051162719727,2,2,14,1.6,0.35,0.0004260433300428662,0.000244537904742949,512
19,18.47083282470703,2,4,10,1.35,0.2,0.0009021699447044464,0.00015018580927677827,1024
20,18.819477081298828,3,1,0,1.1500000000000001,0.5,0.00015632368259953106,0.000493010582776684,128
21,18.623355865478516,4,0,4,1.05,0.2,7.4728304954943e-05,2.929243378364441e-06,128
22,18.49094581604004,3,1,7,1.1500000000000001,0.2,0.0002149306835479277,4.2393341346581615e-05,128
23,18.503009796142578,4,2,4,1.1,0.25,0.00036888793463316674,1.0598653518783059e-05,128
24,18.440990447998047,3,0,9,1.25,0.15000000000000002,0.0004790236138554714,2.642051143084575e-05,128
25,18.43270492553711,4,1,12,1.6,0.30000000000000004,0.0007658453214053981,7.798235886138555e-05,128
26,18.436609268188477,2,3,15,1.4000000000000001,0.2,0.00032229502473040496,7.438646559735344e-06,128
27,18.7636661529541,2,0,3,1.2000000000000002,0.25,9.039082680444433e-05,3.0801848059505946e-06,1024
28,18.581787109375,1,2,0,1.5,0.35,0.000590080515610936,1.0162241379483155e-05,512
29,18.411420822143555,3,4,6,1.1,0.15000000000000002,4.751293270641011e-05,2.096328778443946e-05,128
