Metric,Value,Unit
R²,0.7194867134094238,dimensionless
MSE,0.31504783034324646,normalized²
RMSE,0.5612912170551455,normalized
MAE,0.36240559816360474,normalized
RMSE,112.92607682960123,mm
MAE,72.9123306274414,mm
