loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.2334473878145218,0.3297107517719269,0.23291149735450745,0.48260905229233675,0.792619526386261,9427.640625,97.09603815295452,66.3344497680664
