Metric,Value,Unit
R²,0.6784824132919312,dimensionless
MSE,0.36110031604766846,normalized²
RMSE,0.6009162304744884,normalized
MAE,0.41349515318870544,normalized
RMSE,120.89824540574399,mm
MAE,83.19102478027344,mm
