Metric,Value,Unit
R²,0.7699835896492004,dimensionless
MSE,0.258334219455719,normalized²
RMSE,0.5082658944447472,normalized
MAE,0.3290617763996124,normalized
RMSE,102.2579315765408,mm
MAE,66.20388793945312,mm
