fold,val_loss_criterion,val_mse_unweighted,val_r2
1,4.846614360809326,0.783484160900116,0.15601706504821777
2,8.382500648498535,0.8098984360694885,0.3694290518760681
3,1.7559795379638672,0.5626919865608215,0.3232107162475586
4,2.32308030128479,0.7187085151672363,0.2706875205039978
5,2.9592180252075195,0.9918482303619385,0.13894128799438477
6,2.488129138946533,0.7473723292350769,0.22421997785568237
7,3.6990039348602295,0.7954737544059753,0.26973825693130493
8,6.243801593780518,0.9744599461555481,0.12182396650314331
9,2.982546329498291,0.865617036819458,0.13777637481689453
10,1.2299126386642456,0.9064748287200928,-0.17447614669799805
