Metric,Value,Unit
R²,-0.04023468494415283,dimensionless
MSE,0.9259328842163086,normalized²
RMSE,0.9622540642763264,normalized
MAE,0.5183632969856262,normalized
RMSE,21.186617042350548,mm
MAE,11.413166046142578,mm
