loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.3349274694919586,0.3860599398612976,0.3344131112098694,0.5782846281978014,0.702244222164154,13536.1572265625,116.34499227110078,77.67134094238281
