Metric,Value,Unit
R²,0.4135608673095703,dimensionless
MSE,0.5220007300376892,normalized²
RMSE,0.7224961799467795,normalized
MAE,0.35758155584335327,normalized
RMSE,15.907701347404128,mm
MAE,7.87312126159668,mm
