year_month,monthly_total_precip_in
2000-08,0.33858267899999994
2000-11,9.681102366000001
2000-12,12.385826777000002
2001-01,9.531496065
2001-02,15.751968509999998
2001-03,13.728346458999999
2001-04,1.0
2001-05,6.866141735
2001-06,1.2834645680000003
2001-07,7.059055116000001
2001-08,6.885826779
2001-09,7.346456701
2001-10,10.913385832
2001-11,10.059055123
2001-12,6.106299216
