year_month,monthly_total_precip_in
2000-03,22.090551179000006
2000-04,10.240157479
2000-05,12.503937002999999
2000-06,11.118110238000003
2000-07,6.452755906
2000-08,5.645669292999999
2000-09,11.779527561999998
2000-10,17.539370078
2000-11,14.362204727
2000-12,10.850393702
2001-01,
2001-02,
2001-03,
2001-04,
2001-05,11.133858268
2001-06,11.429133858
2001-07,9.448818897
2001-08,9.36614173
2001-09,13.003937008
2001-10,14.255905509
2001-11,11.094488188000001
2001-12,24.51968504
2002-01,8.314960631
2002-02,8.807086614
2002-03,17.409448818
2002-04,
2002-05,
2002-06,0.0
