trial,value,local_dem_cfg,regional_dem_cfg,arch_idx,arch_type,tweedie_p,dropout,lr,wd,bs
0,16.531103134155273,1,4,13,mlp,1.1500000000000001,0.1,0.0005399484409787432,6.358358856676247e-05,512
1,20.49068832397461,0,0,3,glu,1.4500000000000002,0.2,0.00016738085788752134,2.62108787826544e-06,1024
2,13.607070922851562,0,2,10,glu,1.2000000000000002,0.1,0.000790261954970823,0.0007886714129990489,128
3,16.95360565185547,1,0,8,glu,1.25,0.35,4.201672054372529e-05,3.632486956676606e-05,512
4,14.919814109802246,3,4,10,mlp,1.2000000000000002,0.1,4.473636174621264e-05,1.4656553886225336e-05,256
5,16.53272819519043,2,0,14,glu,1.75,0.15000000000000002,1.0257563974185649e-05,0.0002795015916508333,512
6,13.83290958404541,1,0,15,mlp,1.1,0.2,4.4706085467784903e-05,0.0001544608907504709,256
7,15.896320343017578,2,3,10,mlp,1.5,0.25,1.1241862095793047e-05,2.107047280657824e-06,256
8,17.034143447875977,3,1,7,mlp,1.1,0.2,2.101079931010355e-05,0.0006153085601625311,512
9,14.7335786819458,0,4,9,glu,1.35,0.1,2.8567374298471872e-05,1.9112758217777896e-05,256
10,15.877270698547363,0,2,0,glu,1.75,0.5,0.0008834198287715506,0.0008522261645812476,128
11,14.193582534790039,1,2,17,mlp,1.05,0.35,0.00013278454488008872,0.00017037146148687603,128
12,15.722311019897461,0,1,16,glu,1.95,0.30000000000000004,0.00034677716092813913,0.00013378956305995238,128
13,27.298995971679688,1,1,13,mlp,1.3,0.2,7.718465203112484e-05,0.00038273846053689576,1024
14,13.681683540344238,2,3,6,mlp,1.05,0.5,0.0002573349681991579,9.752521141499e-05,128
15,14.447587013244629,2,3,5,glu,1.4000000000000001,0.5,0.00027226910982836955,7.212111285047957e-06,128
16,13.565524101257324,2,3,5,mlp,1.55,0.4,0.0009551262309783648,5.999087676825798e-05,128
17,14.088485717773438,3,2,4,glu,1.6500000000000001,0.4,0.0008476533709527172,5.890074892732708e-06,128
18,14.604284286499023,2,3,2,glu,1.6,0.4,0.0005181207340252884,4.0938039180892444e-05,128
19,14.014785766601562,3,3,11,mlp,1.6,0.45000000000000007,0.0005259068470926638,0.0009790345656528674,128
