trial,value,local_dem_cfg,regional_dem_cfg,arch_idx,dropout,lr,wd,bs
0,16.33843231201172,1,6,13,0.35,2.0513382630874486e-05,2.9375384576328313e-06,256
1,15.17841911315918,0,6,14,0.15000000000000002,2.3102018878452926e-05,3.549878832196506e-06,256
2,15.253721237182617,3,0,5,0.25,8.168455894760161e-05,0.0002267398652378039,512
3,14.909497261047363,3,1,1,0.5,0.0008536189862866829,0.0002661901888489054,512
4,15.536595344543457,0,3,0,0.5,3.292759134423613e-05,9.717775305059631e-05,512
5,17.03904914855957,4,5,16,0.5,0.0001569639638866114,0.0005829384542994739,1024
6,16.393245697021484,1,1,14,0.25,3.646439558980719e-05,4.247058562261871e-05,1024
7,14.943002700805664,3,1,0,0.45000000000000007,0.0002592475660475158,0.00015382308040278996,128
8,15.006253242492676,4,4,5,0.1,4.187594718900626e-05,9.4525713910723e-06,512
9,14.716408729553223,0,4,13,0.35,0.0003482846706526881,3.0296104428212496e-05,128
10,14.71212387084961,1,3,10,0.35,0.0006084700122415443,1.5055873060237694e-05,128
11,14.61552619934082,1,3,10,0.35,0.0007568882097725556,1.7034768500539467e-05,128
12,14.554207801818848,1,3,9,0.4,0.0008346639415819694,1.2088179189460858e-05,128
13,14.75757884979248,2,3,9,0.4,0.0009740646200040044,1.1113129638550507e-06,128
14,14.82242202758789,2,2,7,0.25,0.0004261548525190917,9.811581235264329e-06,128
15,14.750737190246582,1,4,11,0.4,0.00017040162870241178,5.235586185127962e-05,128
16,14.83339786529541,2,2,7,0.30000000000000004,0.000555084853206397,4.329847950380591e-06,128
17,15.039875030517578,1,2,4,0.4,0.00023578074121188085,1.8158187461117648e-05,128
18,15.073020935058594,0,5,11,0.30000000000000004,8.27264252886554e-05,1.2068605164306055e-06,256
19,14.83849048614502,1,5,8,0.2,0.0006140507130989086,8.32782012420432e-06,1024
20,14.654685020446777,2,2,17,0.45000000000000007,0.00012622311438484165,7.099837209242447e-05,128
21,16.85951805114746,2,2,16,0.45000000000000007,1.0626258168669442e-05,7.865543115649291e-05,128
22,14.68831729888916,2,3,17,0.45000000000000007,0.000996945185884218,2.7594587039723585e-05,128
23,14.762048721313477,1,4,12,0.4,0.0003283143915540962,1.848471650184017e-05,128
24,14.90810775756836,3,2,2,0.35,0.00016482262155569395,6.232665527714224e-05,128
25,15.11599349975586,2,0,9,0.45000000000000007,5.506781836791804e-05,6.0435230781630275e-06,128
26,14.753057479858398,1,3,6,0.4,0.0004607761846263019,2.1671243563890022e-06,128
27,15.655991554260254,0,1,15,0.30000000000000004,0.00011409291892084209,0.0007447555773365183,1024
28,14.722163200378418,2,2,3,0.45000000000000007,0.0007188491858717692,0.0001202596595076411,256
29,16.123640060424805,1,3,12,0.35,1.1975706288006917e-05,2.7353870144130266e-05,256
