loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.24225308001041412,0.3268927037715912,0.2417430430650711,0.49167371606083554,0.784756064414978,9785.1171875,98.91975125069816,65.76749420166016
