fold,val_loss_criterion,val_mse_unweighted,val_r2
1,0.4616159051656723,0.4616159051656723,0.4234279990196228
2,0.9599197804927826,0.9599197804927826,0.4894697070121765
3,0.3403540849685669,0.3403540849685669,0.5462557077407837
4,0.48583368957042694,0.48583368957042694,0.4744686484336853
5,0.4837651550769806,0.4837651550769806,0.5361652374267578
6,0.39575260877609253,0.39575260877609253,0.5387262105941772
7,0.6961038708686829,0.6961038708686829,0.5132051706314087
8,0.5020058751106262,0.5020058751106262,0.47419267892837524
9,0.6988400816917419,0.6988400816917419,0.4921778440475464
10,0.5029159933328629,0.5029159933328629,0.4453730583190918
