Metric,Value,Unit
R²,0.399749755859375,dimensionless
MSE,0.5342942476272583,normalized²
RMSE,0.7309543403163143,normalized
MAE,0.3650517761707306,normalized
RMSE,16.093931089697193,mm
MAE,8.037599563598633,mm
