Metric,Value,Unit
R²,0.6346141695976257,dimensionless
MSE,0.4041634798049927,normalized²
RMSE,0.6357385310054698,normalized
MAE,0.28149721026420593,normalized
RMSE,13.360754109189006,mm
MAE,5.915977954864502,mm
