loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.2784578502178192,0.3510027825832367,0.2779489755630493,0.5272086641577975,0.7525189518928528,11250.6376953125,106.06902325991553,70.61819458007812
