loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.27796196937561035,0.346463680267334,0.2774517834186554,0.5267369205007898,0.7529616355895996,11230.5126953125,105.97411332638032,69.70497131347656
