Metric,Value,Unit
R²,0.7597730755805969,dimensionless
MSE,0.2698017656803131,normalized²
RMSE,0.5194244561823337,normalized
MAE,0.3454001545906067,normalized
RMSE,104.5029203015997,mm
MAE,69.49100494384766,mm
