fold,val_loss_criterion,val_mse_unweighted,val_r2
1,0.1546719322601954,0.15467175096273422,0.8288981318473816
2,0.2792646860082944,0.26292460411787033,0.7011411190032959
3,0.14365190702180067,0.14365732359389463,0.8445161581039429
4,0.14077925806244215,0.13998134806752205,0.8624143600463867
5,0.2530680000782013,0.21155408024787903,0.7754790782928467
6,0.11594495301445325,0.11594495301445325,0.8651866316795349
7,0.19062996158997217,0.18569495777289072,0.8340524435043335
8,0.20480496808886528,0.19177011027932167,0.8070990443229675
9,0.22848337267835936,0.2356302539507548,0.7802096605300903
10,0.145761768023173,0.145761768023173,0.7970453500747681
11,0.39006005475918454,0.3053993408878644,0.791954755783081
12,0.19089789812763533,0.19023307164510092,0.778645396232605
13,0.22353065634767214,0.22109450275699297,0.7924662828445435
14,0.2474312980969747,0.24711900452772775,0.7337464094161987
15,0.32168666025002796,0.28244247287511826,0.7635799646377563
16,0.1530183938642343,0.15301715830961862,0.8165583610534668
17,0.20773579987386862,0.17648235273857912,0.7850843667984009
18,0.24161021411418915,0.2411266267299652,0.75621497631073
19,0.2460785172879696,0.24689538776874542,0.7546854615211487
20,0.15673996259768805,0.15802907198667526,0.8392142057418823
